2013,clarksburg,us,3.4,,,,,,,,,,,,,,,
2013,clearlake,us,4.44,,,,,,,,,,,,,,,
2013,cleveland,us,2.8,,,,,,,,,,,,,,,
2013,clovis,us,2.61,,,,,,,,,,,,,,,
2013,coachella,us,3.63,,,,,,,,,,,,,,,
2013,coalinga,us,3.35,,,,,,,,,,,,,,,
2013,cody,us,2.9,,,,,,,,,,,,,,,
2013,concord,us,2.8,,,,,,,,,,,,,,,
2013,conway,us,3.4,,,,,,,,,,,,,,,
2013,coppell,us,3,,,,,,,,,,,,,,,
2013,corcoran,us,4.08,,,,,,,,,,,,,,,
2013,corona,us,2.86,,,,,,,,,,,,,,,
2013,coronado,us,2.96,,,,,,,,,,,,,,,
2013,craig,us,2.9,,,,,,,,,,,,,,,
2013,crowley,us,2.7,,,,,,,,,,,,,,,
2013,dalton,us,2.5,,,,,,,,,,,,,,,
2013,daly city,us,2.72,,,,,,,,,,,,,,,
2013,dana point,us,3.14,,,,,,,,,,,,,,,
2013,deming,us,2.9,,,,,,,,,,,,,,,
2013,desert hot springs,us,3.01,,,,,,,,,,,,,,,
2013,dillon,us,3.3,,,,,,,,,,,,,,,
2013,douglas,us,3.3,,,,,,,,,,,,,,,
2013,duncan,us,2.5,,,,,,,,,,,,,,,
2013,durant,us,3.5,,,,,,,,,,,,,,,
2013,dyersburg,us,3.3,,,,,,,,,,,,,,,
2013,east brainerd,us,2.5,,,,,,,,,,,,,,,
2013,east foothills,us,3.5,,,,,,,,,,,,,,,
2013,east hemet,us,3.63,,,,,,,,,,,,,,,
2013,east millcreek,us,2.7,,,,,,,,,,,,,,,
2013,eastlake,us,2.7,,,,,,,,,,,,,,,
2013,edmond,us,4.5,,,,,,,,,,,,,,,
2013,edmonds,us,3.02,,,,,,,,,,,,,,,
2013,el segundo,us,3.14,,,,,,,,,,,,,,,
2013,elk plain,us,3.3,,,,,,,,,,,,,,,
2013,elko,us,3.8,,,,,,,,,,,,,,,
2013,emmett,us,3,,,,,,,,,,,,,,,
2013,encinitas,us,3.12,,,,,,,,,,,,,,,
2013,enid,us,3.6,,,,,,,,,,,,,,,
2013,espanola,us,2.6,,,,,,,,,,,,,,,
2013,eureka,us,4.94,,,,,,,,,,,,,,,
2013,evans,us,2.8,,,,,,,,,,,,,,,
2013,evanston,us,2.6,,,,,,,,,,,,,,,
2013,fallon,us,5.1,,,,,,,,,,,,,,,
2013,farmington,us,2.6,,,,,,,,,,,,,,,
2013,fernley,us,2.7,,,,,,,,,,,,,,,
2013,fillmore,us,2.74,,,,,,,,,,,,,,,
2013,flagstaff,us,2.8,,,,,,,,,,,,,,,
2013,fontana,us,2.64,,,,,,,,,,,,,,,
2013,fortuna,us,4.3,,,,,,,,,,,,,,,
2013,fremont,us,2.89,,,,,,,,,,,,,,,
2013,garden city,us,2.7,,,,,,,,,,,,,,,
2013,gillette,us,3.8,,,,,,,,,,,,,,,
2013,gilroy,us,3.65,,,,,,,,,,,,,,,
2013,glenn heights,us,2.6,,,,,,,,,,,,,,,
2013,glenwood springs,us,2.7,,,,,,,,,,,,,,,
2013,gonzales,us,2.91,,,,,,,,,,,,,,,
2013,grants,us,2.9,,,,,,,,,,,,,,,
2013,grass valley,us,2.72,,,,,,,,,,,,,,,
2013,great falls,us,2.5,,,,,,,,,,,,,,,
2013,green river,us,3.4,,,,,,,,,,,,,,,
2013,greenfield,us,2.67,,,,,,,,,,,,,,,
2013,greenwood,us,2.5,,,,,,,,,,,,,,,
2013,guthrie,us,3.7,,,,,,,,,,,,,,,
2013,hailey,us,3.3,,,,,,,,,,,,,,,
2013,half moon bay,us,2.62,,,,,,,,,,,,,,,
2013,hamilton,us,3.2,,,,,,,,,,,,,,,
2013,hastings,us,3.3,,,,,,,,,,,,,,,
2013,hayden,us,2.76,,,,,,,,,,,,,,,
2013,haysville,us,3.8,,,,,,,,,,,,,,,
2013,healdsburg,us,3.7,,,,,,,,,,,,,,,
2013,helena,us,2.5,,,,,,,,,,,,,,,
2013,henderson,us,4.2,,,,,,,,,,,,,,,
2013,hibbing,us,2.9,,,,,,,,,,,,,,,
2013,hollister,us,3.87,,,,,,,,,,,,,,,
2013,hopkinton,us,2.61,,,,,,,,,,,,,,,
2013,huntington,us,2.5,,,,,,,,,,,,,,,
2013,huntington park,us,2.75,,,,,,,,,,,,,,,
2013,hurricane,us,3.5,,,,,,,,,,,,,,,
2013,imperial,us,3.71,,,,,,,,,,,,,,,
2013,isla vista,us,4.8,,,,,,,,,,,,,,,
2013,jackson,us,3.9,,,,,,,,,,,,,,,
2013,jonesboro,us,3.7,,,,,,,,,,,,,,,
2013,kelso,us,3.7,,,,,,,,,,,,,,,
2013,king city,us,3.44,,,,,,,,,,,,,,,
2013,la grande,us,2.95,,,,,,,,,,,,,,,
2013,la quinta,us,4.7,,,,,,,,,,,,,,,
2013,la verne,us,3.75,,,,,,,,,,,,,,,
2013,lake forest park,us,2.58,,,,,,,,,,,,,,,
2013,lander,us,4.8,,,,,,,,,,,,,,,
2013,laramie,us,2.8,,,,,,,,,,,,,,,
2013,lemoore,us,2.69,,,,,,,,,,,,,,,
2013,lewiston,us,2.84,,,,,,,,,,,,,,,
2013,livermore,us,2.78,,,,,,,,,,,,,,,
2013,livingston,us,3.7,,,,,,,,,,,,,,,
2013,logan,us,3.6,,,,,,,,,,,,,,,
2013,loma linda,us,3.56,,,,,,,,,,,,,,,
2013,lompoc,us,4.06,,,,,,,,,,,,,,,
2013,los altos hills,us,2.91,,,,,,,,,,,,,,,
2013,los banos,us,2.92,,,,,,,,,,,,,,,
2013,lyons,us,3.2,,,,,,,,,,,,,,,
2013,madera,us,2.65,,,,,,,,,,,,,,,
2013,magalia,us,2.93,,,,,,,,,,,,,,,
2013,malibu,us,3.16,,,,,,,,,,,,,,,
2013,marion,us,2.7,,,,,,,,,,,,,,,
2013,maryville,us,2.5,,,,,,,,,,,,,,,
2013,mendota,us,2.85,,,,,,,,,,,,,,,
2013,midlothian,us,2.5,,,,,,,,,,,,,,,
2013,midwest city,us,3.5,,,,,,,,,,,,,,,
2013,mill valley,us,3.31,,,,,,,,,,,,,,,
2013,milpitas,us,2.51,,,,,,,,,,,,,,,
2013,mineral wells,us,3.7,,,,,,,,,,,,,,,
2013,missoula,us,3,,,,,,,,,,,,,,,
2013,monterey,us,2.97,,,,,,,,,,,,,,,
2013,montrose,us,3,,,,,,,,,,,,,,,
2013,moreno valley,us,2.84,,,,,,,,,,,,,,,
2013,morgan city,us,2.9,,,,,,,,,,,,,,,
2013,morgan hill,us,3.15,,,,,,,,,,,,,,,
2013,morro bay,us,3.62,,,,,,,,,,,,,,,
2013,moscow,us,2.55,,,,,,,,,,,,,,,
2013,nacogdoches,us,4.3,,,,,,,,,,,,,,,
2013,napa,us,2.52,,,,,,,,,,,,,,,
2013,newport,us,3,,,,,,,,,,,,,,,
2013,norman,us,2.8,,,,,,,,,,,,,,,
2013,north las vegas,us,3.8,,,,,,,,,,,,,,,
2013,oakland,us,2.61,,,,,,,,,,,,,,,
2013,oceanside,us,2.78,,,,,,,,,,,,,,,
2013,okmulgee,us,2.8,,,,,,,,,,,,,,,
2013,orange cove,us,3.75,,,,,,,,,,,,,,,
2013,orinda,us,2.66,,,,,,,,,,,,,,,
2013,oroville,us,2.6,,,,,,,,,,,,,,,
2013,pacifica,us,2.77,,,,,,,,,,,,,,,
2013,pahrump,us,3.1,,,,,,,,,,,,,,,
2013,painesville,us,3.2,,,,,,,,,,,,,,,
2013,palm springs,us,3.41,,,,,,,,,,,,,,,
2013,pampa,us,2.9,,,,,,,,,,,,,,,
2013,paris,us,2.5,,,,,,,,,,,,,,,
2013,payson,us,2.8,,,,,,,,,,,,,,,
2013,petaluma,us,2.68,,,,,,,,,,,,,,,
2013,pleasant hill,us,2.92,,,,,,,,,,,,,,,
2013,pocatello,us,3.5,,,,,,,,,,,,,,,
2013,polson,us,3.1,,,,,,,,,,,,,,,
2013,ponca city,us,3.3,,,,,,,,,,,,,,,
2013,port angeles,us,3.23,,,,,,,,,,,,,,,
2013,port hueneme,us,2.84,,,,,,,,,,,,,,,
2013,port townsend,us,3.37,,,,,,,,,,,,,,,
2013,porterville,us,3.27,,,,,,,,,,,,,,,
2013,preston,us,3.9,,,,,,,,,,,,,,,
2013,price,us,2.7,,,,,,,,,,,,,,,
2013,rancho mirage,us,3.43,,,,,,,,,,,,,,,
2013,rancho palos verdes,us,4.08,,,,,,,,,,,,,,,
2013,rapid city,us,3.5,,,,,,,,,,,,,,,
2013,raton,us,2.7,,,,,,,,,,,,,,,
2013,red bluff,us,2.9,,,,,,,,,,,,,,,
2013,redding,us,2.9,,,,,,,,,,,,,,,
2013,redlands,us,3.9,,,,,,,,,,,,,,,
2013,reno,us,2.6,,,,,,,,,,,,,,,
2013,rialto,us,2.65,,,,,,,,,,,,,,,
2013,richland,us,3.22,,,,,,,,,,,,,,,
2013,ridgecrest,us,4.3,,,,,,,,,,,,,,,
2013,riverton,us,2.9,,,,,,,,,,,,,,,
2013,rock springs,us,2.9,,,,,,,,,,,,,,,
2013,russellville,us,2.7,,,,,,,,,,,,,,,
2013,safford,us,3.3,,,,,,,,,,,,,,,
2013,saint george,us,3.6,,,,,,,,,,,,,,,
2013,salmon creek,us,3.66,,,,,,,,,,,,,,,
2013,san bruno,us,2.8,,,,,,,,,,,,,,,
2013,san fernando,us,2.57,,,,,,,,,,,,,,,
2013,san leandro,us,2.63,,,,,,,,,,,,,,,
2013,san ramon,us,3.32,,,,,,,,,,,,,,,
2013,santa clarita,us,2.67,,,,,,,,,,,,,,,
2013,santa fe,us,3,,,,,,,,,,,,,,,
2013,santa monica,us,2.75,,,,,,,,,,,,,,,
2013,santa rosa,us,2.87,,,,,,,,,,,,,,,
2013,sedro-woolley,us,2.87,,,,,,,,,,,,,,,
2013,shafter,us,2.71,,,,,,,,,,,,,,,
2013,shasta lake,us,2.97,,,,,,,,,,,,,,,
2013,shawnee,us,3.5,,,,,,,,,,,,,,,
2013,shelton,us,2.76,,,,,,,,,,,,,,,
2013,sheridan,us,3.3,,,,,,,,,,,,,,,
2013,sherman,us,2.7,,,,,,,,,,,,,,,
2013,show low,us,2.8,,,,,,,,,,,,,,,
2013,sikeston,us,2.7,,,,,,,,,,,,,,,
2013,snyder,us,3,,,,,,,,,,,,,,,
2013,socorro,us,3.4,,,,,,,,,,,,,,,
2013,soddy-daisy,us,2.5,,,,,,,,,,,,,,,
2013,soledad,us,3.52,,,,,,,,,,,,,,,
2013,south lake tahoe,us,4,,,,,,,,,,,,,,,
2013,steamboat springs,us,2.8,,,,,,,,,,,,,,,
2013,stillwater,us,3.6,,,,,,,,,,,,,,,
2013,suisun city,us,2.9,,,,,,,,,,,,,,,
2013,summerville,us,2.5,,,,,,,,,,,,,,,
2013,sun valley,us,4.2,,,,,,,,,,,,,,,
2013,sunrise manor,us,3.8,,,,,,,,,,,,,,,
2013,susanville,us,5.69,,,,,,,,,,,,,,,
2013,sycamore,us,2.6,,,,,,,,,,,,,,,
2013,taft,us,3.28,,,,,,,,,,,,,,,
2013,tehachapi,us,4.29,,,,,,,,,,,,,,,
2013,temecula,us,3.59,,,,,,,,,,,,,,,
2013,trinidad,us,3.6,,,,,,,,,,,,,,,
2013,truckee,us,3,,,,,,,,,,,,,,,
2013,ukiah,us,3.45,,,,,,,,,,,,,,,
2013,university place,us,3.6,,,,,,,,,,,,,,,
2013,victorville,us,2.87,,,,,,,,,,,,,,,
2013,washington,us,2.9,,,,,,,,,,,,,,,
2013,washougal,us,2.74,,,,,,,,,,,,,,,
2013,waxahachie,us,2.7,,,,,,,,,,,,,,,
2013,waynesville,us,2.5,,,,,,,,,,,,,,,
2013,weiser,us,3.1,,,,,,,,,,,,,,,
2013,wenatchee,us,4.27,,,,,,,,,,,,,,,
2013,west plains,us,2.5,,,,,,,,,,,,,,,
2013,west wendover,us,2.5,,,,,,,,,,,,,,,
2013,whitefish,us,2.5,,,,,,,,,,,,,,,
2013,winnemucca,us,3.5,,,,,,,,,,,,,,,
2013,winslow,us,2.8,,,,,,,,,,,,,,,
2013,yakima,us,2.78,,,,,,,,,,,,,,,
2013,yucaipa,us,2.97,,,,,,,,,,,,,,,
2013,yucca valley,us,4.28,,,,,,,,,,,,,,,
